Data number,Northing,Easting,Depth (m),Meterage (m),Drilling time (hr),Formation type,Hole size,WOB (1000lb),Flow rate (gpm),MW (pcf),MFVIS,Retort solid (%),Pore pressure (psi),Fracture pressure (psi),Fan 600/Fan 300,Gel10min/Gel10s,Pump pressure (psi),RPM,Mud loss (bbl/hr)
189,1933305,1007091,1758,10,10,1,17.5,32.5,900,91,41,25,2862.747862,4495.770314,1.50409126,1.384861706,2417.199287,166.1790912,0
190,1933305,1007091,1786,28,24,1,17.5,32.5,900,91,41,25,2880.597246,4523.801679,1.502571254,1.407687122,2486.920107,165.7989308,0
191,1887285,1045213,2035,31,6,1,17.5,20,950,69,29,8,2922.280256,4589.262296,1.507917581,1.443861051,2524.79507,166.994357,0
192,1887285,1045213,2135,100,23,1,17.5,20,950,73,29,8,2959.451569,4647.637567,1.512657853,1.482666733,2555.126225,168.5343035,0
193,1887285,1045213,2200,65,19,1,17.5,17.5,950,74,30,12,2992.606812,4699.705848,1.512104773,1.514491964,2563.397683,169.7297297,0
194,1887285,1045213,2265,65,19,1,17.5,22.5,950,75,33,12,3120.420398,4900.429262,1.518402459,1.560696725,2612.937333,164.8932284,0
195,1887285,1045213,2301,36,10,1,17.5,22.5,950,76.5,33,15,3213.955033,5047.319683,1.52298989,1.60010065,2621.394416,170.4122364,0
196,1887285,1045213,2377,76,23,1,17.5,27.5,950,79,33,17,3224.250613,5063.488261,1.514888757,1.637752745,2563.501634,175.3324918,0
197,1887285,1045213,2447,70,23,1,17.5,27.5,950,79.5,33,16,3212.011747,5044.267871,1.498817448,1.666291645,2505.556876,177.0656371,0
198,1887285,1045213,2505,58,21,1,17.5,27.5,950,79,34,16,3178.709291,4991.968402,1.48116181,1.685779225,2440.855361,178.5772201,0
199,1887285,1045213,2551,46,17,1,17.5,27.5,950,82,36,18,3130.931102,4916.935679,1.479350753,1.679100843,2409.573805,179.8345708,0
200,1887285,1045213,2572,21,8.5,1,17.5,27.5,850,90.5,38,24,3068.375161,4818.695403,1.478118461,1.675725529,2418.268488,180.2897238,0
201,1887285,1045213,2615,43,21,1,17.5,27.5,850,97,43,24,2993.450014,4701.030045,1.476360075,1.664960447,2418.892189,180.3822394,0
202,1887285,1045213,2642,27,13,1,17.5,27.5,820,98,44,24,2909.201141,4568.722346,1.47210384,1.651443751,2413.130383,180.0883576,0
203,1893888,1036902,1448,110,20.5,1,17.5,45,950,66,30,3,2817.827868,4425.226213,1.464443224,1.632445515,2382.079002,181.7009207,0
204,1893888,1036902,1556,108,13,1,17.5,45,950,67,30,4,2718.498805,4269.235998,1.456993742,1.608477237,2341.219186,183.458717,0
205,1893888,1036902,1648,92,18.5,1,17.5,45,930,68,30,5,2731.129956,4289.072449,,,2377.876448,186.6403326,0
206,1893888,1036902,1679,31,8,1,17.5,17.5,950,68,30,5,2643.428133,4151.342102,,,2329.71785,185.8195723,0
207,1893888,1036902,1785,106,21,1,17.5,22.5,950,68,30,5,2549.426973,4003.719034,,,2289.048114,184.4624295,0
208,1893888,1036902,1898,113,23,1,17.5,22.5,950,68,30,5,2446.033754,3841.346311,,,2287.280962,184.1147906,0
209,1893888,1036902,2003,105,23,1,17.5,22.5,950,69.5,30,8,2338.717686,3672.812995,,,2255.41877,183.8901099,0
210,1893888,1036902,2012,9,2,1,17.5,22.5,950,72,30,9,2237.907642,3514.49699,,,2226.220671,183.1023166,0
211,1893888,1036902,2034,22,6.5,1,17.5,12.5,950,75.5,30,13,2145.686106,3369.668712,,,2192.358182,182.2815563,0
212,1893525,1037863,68,56,11,1,26,11.5,850,65,100,3,2059.459358,3234.254881,,,2156.741907,181.4278289,0
213,1893525,1037863,100,32,10,1,26,15,850,65,100,3,1981.77261,3112.252598,,,2116.646867,180.5411345,0
214,1893525,1037863,1100,192,14,1,17.5,57.5,980,65.2,30,4,1916.621262,3009.936393,,,2080.582121,179.6764182,0
215,1893525,1037863,1212,112,10,1,17.5,55,950,65,28,2,1888.420197,2965.648346,,,2059.69706,178.8886249,0
216,1893525,1037863,1378,166,22,1,17.5,55,950,66,30,4,1895.252703,2976.378378,,,2024.550045,178.1777547,0
217,1893525,1037863,1472,94,19,1,17.5,55,950,68.5,31,7,1916.640665,3009.966864,,,2001.452331,177.5438075,0
218,1893525,1037863,1614,142,21,1,17.5,32.5,970,71,34,8,1943.075604,3051.481319,,,2014.379269,176.9867835,0
219,1893525,1037863,1758,144,24,1,17.5,32.5,970,72,34,9,1980.786414,3110.703837,,,2033.884764,176.5066825,0.187110187
220,1893525,1037863,1864,106,19,1,17.5,35,970,73,34,9,2039.764548,3203.325387,,,2043.990199,176.1035046,0.748440748
221,1893525,1037863,1969,105,21,1,17.5,37.5,970,73,34,9,2120.70009,3330.429703,,,2068.728839,175.7772498,1.268191268
222,1893525,1037863,2125,156,24,1,17.5,40,970,73.5,34,9,2138.368095,3358.176223,,,2094.368874,174.3696169,1.746361746
223,1898014,1035395,23,23,9,1,26,5,700,65,100,0,2167.639718,3404.145516,,,2134.437184,172.7493317,2.182952183
224,1898014,1035395,1476,126,18.5,1,17.5,37.5,930,65.2,32,6,2206.893515,3465.791202,,,2186.636472,170.9015444,2.577962578
225,1898014,1035395,1526,50,13,1,17.5,37.5,930,68,33,6,2303.355946,3617.279546,,,2212.897238,170.8532819,2.931392931
226,1898014,1035395,1636,110,12,1,17.5,12.5,1000,69,34,7,2400.426208,3769.722451,,,2245.31482,171.1076626,3.243243243
227,1898014,1035395,1700,64,8,1,17.5,22.5,1000,70,34,6,2499.488686,3925.29401,,,2281.587467,170.2866053,3.513513514
228,1898014,1035395,1876,176,23,1,17.5,25,1000,72.5,35,10,2595.508636,4076.087465,,,2326.894862,168.6217701,3.742203742
229,1898014,1035395,1950,74,10,1,17.5,27.5,1000,75,34,10,2695.230828,4232.695064,,,2369.159489,167.039798,3.929313929
230,1898014,1035395,2087,137,22,1,17.5,27.5,1000,75.5,34,10,2801.187818,4399.094033,,,2415.087615,165.540689,4.074844075
231,1898014,1035395,2238,151,21,1,17.5,32.5,950,77,36,14,2784.864549,4373.459338,,,2397.411642,173.1823582,4.178794179
232,1898014,1035395,2339,101,19,1,17.5,35,950,80,38,17,2747.594532,4314.929058,,,2389.891595,172.7234927,4.241164241
233,1892983,1040809,2048,108,21,1,17.5,30,1000,73.5,29,11,2751.831631,4321.583162,,,2438.235818,172.8111078,4.261954262
234,1892983,1040809,1726,113,24,1,17.5,50,920,66.5,30,7,2750.903645,4320.125817,,,2538.330858,172.6744877,4.241164241
235,1892983,1040809,1730,4,2,1,17.5,50,920,69.5,29,8,2752.085562,4321.981944,,,2632.469557,172.9417879,4.178794179
236,1892983,1040809,1940,210,24,1,17.5,27.5,1000,71.5,28,8,2869.450871,4506.29698,,,2763.531334,177.1413721,4.074844075
237,1892983,1040809,2083,35,12,1,17.5,37.5,1000,75,30,11,2960.020171,4648.530522,,,2828.145233,178.5788536,3.929313929
238,1892983,1040809,2115,32,11,1,17.5,40,920,75.5,32,13,3029.779812,4758.083769,,,2842.958123,179.5337095,3.742203742
239,1892983,1040809,2144,29,14,1,17.5,40,920,76.5,34,13,3073.481191,4826.714111,,,2846.929017,179.3807544,3.513513514
240,1892983,1040809,2296,106,22,1,17.5,30,1000,77,37,14,3094.651499,4859.960784,,,2795.608851,179.2901693,3.243243243
241,1892983,1040809,2325,29,6,1,17.5,30,1000,77,38,14,3098.371878,4865.803411,,,2738.261063,178.9204039,2.931392931
242,1892983,1040809,2395,70,17,1,17.5,30,1000,78,40,15,2951.126693,4634.56386,1.386951174,1.219721459,2611.315711,174.3391743,2.577962578
243,1891823,1039898,1482,142,21,1,17.5,55,950,68.25,33,10,2858.733901,4489.466635,1.388220516,1.213490152,2563.042768,175.5093555,2.182952183
244,1891823,1039898,1524,42,7,1,17.5,55,950,73.5,33,8,2787.124616,4377.008635,1.390135554,1.21180303,2594.97624,174.950995,0
245,1891823,1039898,1598,74,17,1,17.5,50,920,73.5,30,8,2681.594499,4211.280045,1.388542719,1.206542086,2531.686962,171.6706267,0
246,1891823,1039898,1825,160,22,1,17.5,31,1000,76,32,14,2520.209342,3957.834532,1.378282419,1.190232811,2440.871696,168.7897238,0
247,1891823,1039898,1898,73,15,1,17.5,31,1000,76.5,32,14,2368.905484,3720.221084,1.366284676,1.180192445,2353.010098,166.0795961,0
248,1891823,1039898,1965,67,17,1,17.5,25,1000,79.5,36,18,2221.634147,3488.940462,1.355204314,1.172447547,2272.275022,164.4267894,0
249,1891823,1039898,2015,50,22,1,17.5,25,1000,81,37,18,2088.971836,3280.602421,1.337180568,1.165757081,2194.731215,162.3373923,2.681912682
250,1891823,1039898,2037,22,10,1,17.5,25,1000,82,39,18,1973.370121,3099.057003,1.326661921,1.165293803,2132.719038,160.2866053,5.827145827
251,1891823,1039898,2068,31,14,1,17.5,30,1000,82,40,18,1874.128794,2943.204573,1.323809473,1.164879044,2079.147609,158.5179685,8.633798634
252,1891823,1039898,2169,101,20,1,17.5,15,970,84,41,19,1769.443145,2778.802167,1.313229758,1.155825922,2023.324918,156.8696169,14.34511435
253,1891823,1039898,2246,77,16,1,17.5,15,970,84,40,19,1651.865664,2594.153929,1.310887555,1.171432669,2023.373923,154.4728245,17.28541729
254,1910415,1017902,17,17,10,1,26,4,300,66,70,4,1616.533872,2538.667512,1.314863108,1.18807955,2046.409266,153.7228987,19.92871993
255,1910415,1017902,60,43,19,1,26,12.5,350,66,67,4,1506.366779,2365.656835,1.30377315,1.183923431,2040.790021,151.7820018,22.27502228
256,1910415,1017902,70,10,1,1,17.5,17.5,600,66,50,4,1413.866003,2220.390028,1.29601937,1.179561281,2026.920107,150.2717553,24.32432432
257,1910415,1017902,211,141,9,1,17.5,17.5,600,66,50,4,1336.247167,2098.494396,1.286584819,1.17403895,2028.326403,149.1921592,26.07662608
258,1910415,1017902,385,174,8,1,17.5,47.5,920,65,32,3,1363.415215,2141.160153,1.281777048,1.179830825,2052.135432,150.3103653,27.53192753
259,1910415,1017902,638,253,20,1,17.5,42.5,950,68,33,5,1333.84284,2094.718548,1.286413005,1.183678769,2012.272052,150.1024651,28.69022869
260,1910415,1017902,743,105,11,1,17.5,42.5,950,69,32,7,1318.732279,2070.988337,1.291362813,1.186597532,1983.954559,150.1989902,29.55152955
261,1910415,1017902,775,32,6,1,17.5,42.5,940,70,32,7,1323.393299,2078.308183,1.294499929,1.189146772,1968.587764,150.2554203,30.11583012
262,1934676,1008730,120,95,14,1,26,20,800,65,95,5,1288.911458,2024.156561,1.282475821,1.19055669,1970.882091,149.5797446,30.38313038
263,1934676,1008730,469,346,23,1,17.5,42.5,950,66.5,37,6,1264.674579,1986.094027,1.269039434,1.181831551,1988.250668,148.3486783,30.35343035
264,1908883,1022901,1357,203,23,1,17.5,55,900,64.7,28,4,1254.783938,1970.561381,1.262351082,1.184084026,2047.245322,148.7050787,30.02673003
265,1908883,1022901,1380,23,5,1,17.5,45,900,68,28,5,1269.528366,1993.716603,1.248589834,1.182681076,2108.629344,149.0614791,29.4030294
266,1908883,1022901,1460,80,10,1,17.5,42.5,850,69.5,30,5,1301.001003,2043.142452,1.233126455,1.175113755,2159.310959,149.8693199,28.48232848
267,1908883,1022901,1468,8,3,1,17.5,12.5,850,70.5,30,5,1350.511573,2120.895773,1.239850495,1.185676688,2223.225423,151.1286011,27.26462726
268,1908883,1022901,1501,33,12,1,17.5,17.5,850,71.5,31,8,1418.960223,2228.390189,1.240523366,1.189807949,2288.359073,152.8393228,25.74992575
269,1908883,1022901,1552,51,19,1,17.5,22.5,840,72,31,10,1508.727659,2369.364453,1.242129413,1.192714495,2361.378081,155.001485,23.93822394
270,1908883,1022901,1584,32,12,1,17.5,22.5,820,73,32,11,1621.156928,2545.927739,1.24602979,1.196450998,2445.555391,157.6150876,21.82952183
271,1908883,1022901,1651,67,13.5,1,17.5,15,930,73,32,10,1758.845547,2762.159289,1.253079392,1.193813175,2474.178794,160.6801307,19.42381942
272,1913770,1018319,172,110,7,1,17.5,30,800,66,60,4,1921.541273,3017.66297,1.265705003,1.199866366,2494.468369,164.1966142,16.72111672
273,1913770,1018319,1660,67,11,1,17.5,17.5,1000,72,31,8,1966.02891,3087.52808,1.263237388,1.202956139,2449.78913,163.0680131,13.72141372
274,1913770,1018319,1750,90,18,1,17.5,24,1000,74,31,9,2001.663563,3143.490121,1.2630615,1.204220804,2390.35046,163.8966439,10.42471042
275,1913770,1018319,1828,78,14,1,17.5,24,1000,74,33,9,2027.15744,3183.526696,1.264947555,1.209573377,2347.613603,164.7638848,6.831006831
276,1900266,1034376,150,80,10.5,1,26,27.5,800,65,100,4,2052.981174,3224.08129,1.265103849,1.206866547,2292.136917,166.6245916,2.94030294
277,1900266,1034376,1372,87,13,1,17.5,50,920,70,33,10,2085.207166,3274.690238,1.268252686,1.200951319,2277.640333,168.5833086,0
278,1900266,1034376,1457,85,16,1,17.5,40,850,74,33,10,2128.434851,3342.576672,1.258631041,1.187885367,2278.397683,171.0914761,0
279,1900266,1034376,1540,83,24,1,17.5,42.5,850,74,33,10,2177.416892,3419.499968,1.252934262,1.200338723,2292.021087,173.7897238,0
280,1900266,1034376,1570,30,12,1,17.5,42.5,850,74.5,33,10,2351.130339,3692.306307,1.271981791,1.231164424,2402.376002,176.2132462,0
281,1900266,1034376,1592,22,9,1,17.5,42.5,850,75,33,10,2443.419365,3837.240574,1.279463093,1.243242487,2381.741907,176.1939412,0
282,1900266,1034376,1593,1,1,1,17.5,10,1000,77,34,14,2506.713898,3936.640764,1.281838372,1.252864733,2340.45738,177.3722899,0
283,1900266,1034376,1613,20,11,1,17.5,20,900,78.5,32,13,2582.653924,4055.899928,1.288255051,1.274630376,2328.709534,177.5408375,0
284,1900266,1034376,1669,56,17,1,17.5,20,1000,77.5,29,12,2627.977592,4127.077973,1.289093356,1.288619183,2332.683398,178.0464805,0
285,1900266,1034376,1735,66,21,1,17.5,20,1000,76.5,29,12,2625.975252,4123.933421,1.289507956,1.300518708,2366.407781,179.9302049,0
286,1900266,1034376,1806,71,21,1,17.5,30,1000,76,32,12,2619.209392,4113.308052,1.29974536,1.309794351,2397.521533,181.1055836,0
287,1900266,1034376,1834,28,9,1,17.5,30,1000,76,32,12,2611.841607,4101.737397,1.310493468,1.317069814,2403.287793,178.6159786,0
288,1900266,1034376,1866,32,9.5,1,17.5,32.5,950,76,32,12,2606.349197,4093.111903,1.31879243,1.329052352,2395.11583,175.4091179,0
289,1900266,1034376,1961,95,15,1,17.5,30,1000,76,31,12,2597.543878,4079.283688,1.329109625,1.338725334,2399.342144,172.1740422,0
290,1900266,1034376,2094,133,22,1,17.5,30,1000,76,32,12,2590.247801,4067.825645,1.339853627,1.345932834,2386.474606,170.0631126,0
291,1900266,1034376,2125,31,5.5,1,17.5,30,1000,76,32,12,2487.319418,3906.18292,1.343778932,1.352626804,2353.082863,166.5800416,0
292,1900266,1034376,2237,112,22,1,17.5,30,1000,76,32,13,2454.545492,3854.713475,1.353370596,1.361612661,2345.02376,164.0414315,0
293,1900266,1034376,2343,106,23,1,17.5,30,1000,76,32,13,2425.356545,3808.874019,1.359843875,1.373102015,2325.209385,161.9052569,0
294,1900266,1034376,2410,67,18,1,17.5,30,1000,77,32,15,2404.826969,3776.633577,1.357947643,1.378036359,2298.307098,160.1715177,0
295,1900266,1034376,2427,17,3,1,17.5,30,950,78,32,18,2279.936539,3580.5008,1.358046162,1.378054145,2233.482328,156.5236115,0
296,1900266,1034376,2481,54,23,1,17.5,30,950,82,33,18,2214.611826,3477.912336,1.353408729,1.378177858,2268.835759,154.3206118,0
297,1900266,1034376,2510,29,21,1,17.5,30,900,85,36,20,2155.336736,3384.824436,1.351898015,1.378667375,2298.063558,152.3166023,0
298,1920957,1012336,85,85,17,1,26,22.5,700,66,80,0,2224.986285,3494.204789,1.354391499,1.393700551,2338.005643,153.0865756,0
299,1920957,1012336,134,49,16,1,26,9,800,68,40,6,2264.462376,3556.199575,1.353736947,1.404255789,2337.756163,151.9394119,0
300,1920957,1012336,266,132,18,1,26,42.5,1000,68,32,6,2199.544712,3454.250356,1.347109616,1.414042951,2302.237897,151.3194238,0
301,1920957,1012336,428,162,22,1,26,47.5,1000,68,34,6,2137.217393,3356.369116,1.333539566,1.413448453,2247.068607,148.6115236,0
302,1920957,1012336,660,139,20,1,26,47.5,1000,64,30,3,2060.693158,3236.192488,1.325511538,1.410529326,2193.158598,147.8118503,0
303,1920957,1012336,1391,50,24,1,26,47.5,1000,78.5,30,15,1986.763064,3120.089801,1.322954049,1.41339278,2150.692011,147.3448173,0
304,1920957,1012336,1433,42,23,1,26,47.5,1000,78,30,14,1934.882756,3038.614951,1.318519473,1.415578307,2112.822988,147.2133947,0
305,1920957,1012336,1441,5,4,1,26,47.5,1000,78,31,14,1912.538124,3003.524075,1.312339147,1.410691916,2089.520345,147.4205524,0
306,1893400,1039902,1437,147,23,1,17.5,47.5,910,66.5,33,7,1892.562809,2972.154066,1.30628091,1.401881811,2072.915058,147.9692605,0
307,1893400,1039902,1528,91,24,1,17.5,42.5,900,70,33,8,1865.701418,2929.969895,1.301645871,1.392164343,2053.568459,148.8624889,1.571131571
308,1893400,1039902,1608,70,17,1,17.5,47.5,930,70,33,8,1857.635113,2917.302256,1.298038125,1.385279788,2042.564598,150.1032076,5.556875557
309,1893400,1039902,1643,35,11,1,17.5,45,920,70.5,33,8,1912.094379,3002.8272,1.300547928,1.368100733,2039.930205,152.2245322,10.86219186
310,1893400,1039902,1791,148,21,1,17.5,12.5,950,71,33,8,1990.526468,3125.999996,1.302004099,1.3479645,2050.17523,154.3666469,15.87704188
311,1893400,1039902,1939,148,22,1,17.5,17.5,950,71,33,8,2076.326343,3260.743448,1.304531141,1.334033547,2069.91981,157.1235521,20.46242946
312,1893400,1039902,2041,102,19,1,17.5,17.5,950,73,32,10,2172.090253,3411.134809,1.303644414,1.310259959,2100.30888,159.8700624,24.61835462
313,1893400,1039902,2145,104,19,1,17.5,17.5,950,75,32,10,2281.330204,3582.689466,1.303336362,1.29902813,2142.554203,162.8497178,28.34481734
314,1893400,1039902,2262,117,23,1,17.5,17.5,950,75,32,10,2430.275713,3816.599272,1.309845488,1.294688453,2198.440748,165.3675379,31.64181764
315,1893400,1039902,2356,94,17,1,17.5,17.5,950,75,32,10,2586.555261,4062.026738,1.320140264,1.308665541,2320.515296,171.5310365,34.50935551
316,1899352,1035235,40,40,7,1,26,7.5,450,66,77,3,2751.153358,4320.517975,1.338064858,1.304720407,2440.111375,177.2237897,36.94743095
317,1899352,1035235,155,115,12,1,26,17.5,900,66,70,6,2767.449631,4346.110275,1.331010437,1.280532973,2441.970597,177.6343926,38.95604396
318,1899352,1035235,1807,5,2,1,17.5,26,850,80,41,15,2760.887085,4335.804197,1.32478601,1.265709113,2404.267894,175.1373626,40.53519454
319,1899352,1035235,1817,10,12,1,17.5,24,970,78,40,14,2728.968171,4285.677498,1.318640923,1.246457272,2419.591625,173.7243837,41.68488268
320,1899352,1035235,2186,73,15,1,17.5,35,960,78,40,14,2681.14063,4210.567271,1.309330277,1.225567837,2441.176121,173.2120582,42.40510841
321,1899352,1035235,2379,116,24,1,17.5,35,960,78,38,14,2628.404465,4127.748352,1.305388461,1.210327216,2453.520939,172.5066825,42.6958717
322,1899352,1035235,2263,77,18.5,1,17.5,35,960,78,39,14,2607.337923,4094.664637,1.303641505,1.199857608,2429.141669,168.4689635,42.55717256
323,1899352,1035235,1980,145,24,1,17.5,35,965,78,40,14,2588.105841,4064.461828,1.30076082,1.196436016,2403.424413,165.4544105,41.98901099
324,1899352,1035235,2113,133,23,1,17.5,35,965,78,39,14,2564.764468,4027.805632,1.299623122,1.196587535,2400.19008,162.8215028,40.99138699
325,1899352,1035235,2481,102,22.5,1,17.5,35,850,83,40,18,2535.982569,3982.60542,1.302619262,1.192649558,2426.939412,160.9132759,39.56430056
326,1899352,1035235,2534,53,24,1,17.5,35,850,88,38,22,2554.484074,4011.660901,1.306359249,1.201397203,2455.907336,159.7208197,37.70775171
327,1899352,1035235,1802,23,14,1,17.5,45,830,72,32,9,2568.214466,4033.223642,1.306671445,1.206429267,2491.784972,158.5491535,35.42174042
328,1899352,1035235,1523,203,24,1,17.5,50,880,66.5,31,6,2575.19081,4044.179563,1.305584041,1.217085623,2536.324621,157.3982774,32.70626671
329,1899352,1035235,1614,91,24,1,17.5,50,830,70,33,8,2586.734531,4062.30827,1.300948736,1.218244419,2552.445797,156.963172,29.56133056
330,1899352,1035235,1719,100,24,1,17.5,42.5,830,72,33,9,2598.246194,4080.386633,1.290769263,1.22674392,2599.97624,155.6623107,25.98693199
331,1899352,1035235,1779,60,23,1,17.5,45,830,72,33,9,2610.423898,4099.510971,1.286801885,1.240277425,2640.3267,154.8767449,21.98307098
332,1893815,1040244,1301,189,21,1,17.5,52.5,900,64.5,29,6,2632.420534,4134.055343,1.271479591,1.246786722,2671.740422,154.5975646,17.54974755
333,1893815,1040244,1392,91,15,1,17.5,37.5,950,67,30,8,2760.616281,4335.378918,1.262058024,1.257181621,2688.596674,156.2295812,12.68696169
334,1893815,1040244,1494,102,22,1,17.5,37.5,900,68.5,30,8,2868.376939,4504.610435,1.254597594,1.269204921,2641.519157,157.5809326,7.394713395
335,1893815,1040244,1557,63,20,1,17.5,32.5,900,70,31,9,2809.341438,4411.898795,1.241862105,1.267633531,2560.994951,156.3439263,1.673002673
336,1893815,1040244,1605,48,6,1,17.5,22.5,970,70,31,9,2710.769527,4257.097641,1.230734688,1.262802543,2504.122364,156.6973567,0
337,1893815,1040244,1817,212,21,1,17.5,22.5,970,71,30,10,2676.050628,4202.573734,1.224151947,1.263342822,2486.278586,156.5874666,0
338,1893815,1040244,1961,144,14,1,17.5,25.5,970,72,31,10,2625.982001,4123.944019,1.219955376,1.265504664,2471.440451,157.983368,0
339,1893815,1040244,2047,86,11,1,17.5,25.5,970,73.5,30,12,2578.329089,4049.108038,1.217737479,1.268526669,2482.482922,157.7309177,0
340,1893815,1040244,2134,87,11,1,17.5,27.5,960,75.5,31,13,2537.956647,3985.70559,1.220218714,1.271447635,2489.956935,157.967033,0
341,1893815,1040244,2154,20,2.5,1,17.5,17.5,960,76,32,13,2489.90892,3910.249574,1.220821126,1.274078563,2490.570241,158.6768637,0
