Data number,Northing,Easting,Depth (m),Meterage (m),Drilling time (hr),Formation type,Hole size,WOB (1000lb),Flow rate (gpm),MW (pcf),MFVIS,Retort solid (%),Pore pressure (psi),Fracture pressure (psi),Fan 600/Fan 300,Gel10min/Gel10s,Pump pressure (psi),RPM,Mud loss (bbl/hr)
446,1907900,1028999,2100,63,20,1,17.5,17.5,970,77,34,13,3062.366875,4809.259757,1.432513958,1.255206816,2581.960202,179.6718147,38.08019008
447,1907900,1028999,2276,84,23,1,17.5,25,970,77,35,14,3029.861222,4758.211618,1.419897351,1.246647904,2536.318681,176.5896941,36.5975646
448,1907900,1028999,2037,77,22,1,17.5,17.5,970,76,34,14,2976.123254,4673.81943,1.42125888,1.242095196,2570.441045,174.4520345,34.62548263
449,1907900,1028999,2290,14,4,1,17.5,25,970,77,36,13,2914.524404,4577.082205,1.427499633,1.22019437,2550.0594,171.7010692,39.11375111
450,1907900,1028999,2308,18,15,1,17.5,25,970,80,36,17,2819.44172,4427.760668,1.419053005,1.216412213,2522.104247,168.9218889,37.9002079
451,1907900,1028999,980,650,24,1,17.5,55,1000,63.7,33,3,2722.33223,4275.256157,1.40966145,1.211481419,2497.653698,166.3001188,36.28630829
452,1907900,1028999,1215,235,22,1,17.5,55,950,66.5,30,3,2621.130322,4116.324756,1.400218505,1.222570255,2509.189189,163.3145233,34.27205227
453,1907900,1028999,1270,55,8,1,17.5,47.5,950,68,29,5,2585.639086,4060.587941,1.383802414,1.232597668,2497.851203,162.1836947,31.85743986
454,1907900,1028999,1336,66,12,1,17.5,47.5,950,67.5,30,8,2534.724726,3980.630055,1.375015692,1.245358663,2477.869023,160.956341,29.04247104
455,1907900,1028999,1452,116,21,1,17.5,47.5,900,68.5,30,9,2418.143986,3797.547138,1.378408808,1.233401926,2478.482328,159.6532522,25.82714583
456,1907900,1028999,1542,90,21,1,17.5,47.5,880,71,31,10,2301.184038,3613.868696,1.381733272,1.243554504,2423.498663,158.5239085,22.21146421
457,1907900,1028999,1568,26,9,1,17.5,47.5,880,72,30,10,2191.624775,3441.81258,1.385025193,1.259540781,2376.336501,156.8911494,18.1954262
458,1907900,1028999,1614,46,6,1,17.5,12.5,980,75.5,33,13,2091.344527,3284.328587,1.397428071,1.27420411,2332.352242,155.0623701,13.77903178
459,1907900,1028999,1800,186,24,1,17.5,12.5,970,77,34,13,2004.434444,3147.84162,1.410122641,1.285354821,2293.535789,153.2202257,8.962280962
460,1907900,1028999,1921,121,19,1,17.5,17.5,970,77,34,14,1933.555736,3036.530948,1.419741797,1.301268423,2298.705079,151.3038313,3.745173745
461,1907900,1028999,2322,9,10,1,17.5,22.5,850,82.75,36,18,1879.127685,2951.055025,1.428939538,1.321985415,2304.163944,149.6577072,0
462,1907900,1028999,2540,164,23,1,17.5,25,970,79.25,34,15,1841.717627,2892.304818,1.44023924,1.336091986,2298.618949,149.1683992,0
463,1907900,1028999,2707,167,24,1,17.5,25,970,79,34,17,1776.946753,2790.586125,1.437429002,1.350097665,2279.70894,148.9270864,0
464,1911340,1016947,60,48,18,1,26,22.5,900,65,78,5,1735.85934,2726.060858,1.43271174,1.35847966,2267.704188,148.7778438,0
465,1911340,1016947,394,328,15,1,17.5,65,1000,64,37,4,1702.477584,2673.636853,1.419953299,1.366939317,2310.09504,148.3880309,0
466,1901163,1028822,132,61,3,1,17.5,10,850,64,50,3,1694.616279,2661.291155,1.408757476,1.367961466,2342.640333,148.9426789,0
467,1901163,1028822,1159,73,22,1,17.5,22.5,950,67,30,6,1682.725829,2642.617931,1.393535285,1.375163337,2364.820315,148.1281556,0
468,1901163,1028822,1233,74,20,1,17.5,30,920,68,30,6,1697.87604,2666.41041,1.381577476,1.380558921,2376.920107,147.8007128,0
469,1901163,1028822,1280,47,13,1,17.5,30,920,70.5,30,9,1731.833991,2719.739294,1.372215175,1.384251932,2380.310365,147.9633205,0
470,1901163,1028822,1356,76,16,1,17.5,13.5,1000,74,30,9,1697.195236,2665.341249,1.36992393,1.373108357,2375.093555,147.9239679,0
471,1911541,1023947,115,115,24,1,26,12.5,850,65,58,3,1677.494943,2634.403143,1.35960788,1.372604222,2326.124146,148.2068607,0
472,1911541,1023947,157,42,5,1,26,12.5,850,65,60,3,1666.404247,2616.985885,1.355562034,1.371483216,2287.894268,148.8060588,0
473,1911541,1023947,1267,217,20,1,17.5,55,920,68,30,7,1702.273427,2673.316237,1.355556201,1.357261426,2294.195129,150.2457677,0
474,1911541,1023947,1415,57,12,1,17.5,45,960,69.5,32,7,1739.214009,2731.329159,1.354443074,1.341408013,2306.487971,151.4805465,0
475,1911541,1023947,1474,59,11.5,1,17.5,45,960,71,32,8,1781.871405,2798.319989,1.354668802,1.324165528,2321.315711,152.7940303,0
476,1911541,1023947,1537,63,21,1,17.5,45,960,72,33,8,1827.633756,2870.186961,1.370021625,1.312554492,2337.358182,154.4119394,0
477,1911541,1023947,1551,14,7,1,17.5,45,950,72,33,8,1878.092137,2949.428761,1.358362889,1.302438115,2325.438075,157.0233145,0
478,1911541,1023947,1553,2,2.5,1,17.5,22.5,1000,73.5,34,9,1944.316574,3053.430186,1.348513481,1.28186461,2314.639145,160.1009801,0
479,1911541,1023947,1554,1,2.5,1,17.5,22.5,1000,75,33,12,2027.751351,3184.459396,1.335549878,1.266735633,2309.000594,164.0013365,0
480,1911541,1023947,1620,66,16,1,17.5,25,960,75,33,14,2149.417031,3375.527901,1.325269142,1.246761773,2257.631423,163.7525988,0
481,1911541,1023947,1695,75,22,1,17.5,42.5,960,77,33,14,2303.730093,3617.867121,1.322634414,1.224477432,2183.757054,163.0991981,0
482,1911541,1023947,1739,44,20,1,17.5,45,950,78,34,16,2610.92965,4100.305224,1.317441004,1.200075662,2184.69409,162.6150876,0
483,1911541,1023947,1770,31,15,1,17.5,20,860,86,39,24,2693.441924,4229.885701,1.329254802,1.16221105,2097.038907,162.4903475,0
484,1911541,1023947,1784,14,9,1,17.5,20,860,87,39,24,2764.518461,4341.507053,1.350329609,1.141529077,2061.082566,163.2595783,0
485,1911541,1023947,1910,120,22,1,17.5,25,980,87,40,24,2788.744373,4379.552364,1.352438902,1.117833723,2010.378675,162.9358479,0
486,1911541,1023947,2029,119,22,1,17.5,25,980,87,40,24,2848.747509,4473.783617,1.357223246,1.114330611,1997.325512,163.5461835,0
487,1911541,1023947,2124,95,20,1,17.5,25,980,87,39,24,2895.566499,4547.309976,1.363324924,1.113991725,1997.502228,164.2070092,0
488,1911541,1023947,2234,110,24,1,17.5,25,980,87,41,24,2931.307027,4603.438286,1.365600811,1.122420469,2010.893971,164.9183249,0
489,1911541,1023947,2329,95,24,1,17.5,25,960,87,41,24,2961.548816,4650.931167,1.368505186,1.117421022,1989.532225,166.3751114,0
490,1911541,1023947,2398,69,24,1,17.5,25,950,87,40,24,2902.676557,4558.475887,1.377908086,1.117531151,1983.730324,166.6661717,0
491,1906000,1029100,1737,56,12,1,17.5,17,950,75,30,0,2819.711257,4428.183961,1.388114403,1.137477123,1991.805762,167.3730324,0
492,1906000,1029100,1864,127,24,1,17.5,15,950,75,30,0,2774.406571,4357.035724,1.38737439,1.17055168,1965.651916,167.1487971,0
493,1906000,1029100,1933,69,13,1,17.5,16,950,75,30,0,2722.11584,4274.916331,1.394976132,1.188235014,1995.41877,166.963172,0
494,1906000,1029100,2013,80,20,1,17.5,16,950,75,30,0,2668.225177,4190.284343,1.391812609,1.19323973,2030.46629,166.8042768,0
495,1906000,1029100,2113,100,23,1,17.5,16,950,76,36,0,2617.613678,4110.802081,1.38500662,1.202125243,2079.50104,166.6602317,0
496,1906000,1029100,2213,100,24,1,17.5,16,950,77,36,0,2562.04547,4023.535611,1.37255276,1.210888649,2141.364716,166.5191565,0
497,1906000,1029100,2281,68,15,1,17.5,16,950,77,36,0,2503.971279,3932.333648,1.360523789,1.220198948,2188.272943,167.0641521,0
498,1906000,1029100,2350,69,22,1,17.5,16,950,77,36,0,2446.055688,3841.380758,1.355480744,1.225705838,2240.221265,167.7621028,0
499,1906000,1029100,2436,86,24,1,17.5,16,950,78,38,0,2391.456803,3755.636551,1.347059363,1.233317223,2318.890704,167.4517375,0
500,1914180,1020592,156,156,24,1,26,10,800,65,78,4,2400.955159,3770.553137,1.331543146,1.230202691,2410.37422,166.4686665,0
501,1914180,1020592,1095,85,11,1,17.5,50,850,67,34,5,2395.804417,3762.464211,1.317724173,1.234093159,2510.588061,165.4811405,0
502,1914180,1020592,1145,50,14,1,17.5,17.5,830,68,33,5,2381.038054,3739.274543,1.311609011,1.236698512,2554.65251,164.7490347,0
503,1914180,1020592,1226,81,12,1,17.5,32.5,830,69.5,32,5,2361.413265,3708.455012,1.308518608,1.246813847,2592.070092,163.2001782,0
504,1914180,1020592,1276,50,7,1,17.5,22.5,900,71,32,5,2344.286866,3681.559051,1.310172814,1.250641026,2620.821206,163.3590734,0
505,1914180,1020592,1385,109,18,1,17.5,42.5,900,71,32,5,2328.626263,3656.965032,1.310706618,1.251862852,2642.534898,163.8001188,0
506,1914180,1020592,1471,86,20,1,17.5,42.5,850,71,32,5,2318.684161,3641.35157,1.314774871,1.249862225,2655.1188,164.5114345,0
507,1914180,1020592,1522,51,16,1,17.5,42.5,850,72,32,6,2318.092781,3640.422844,1.318443062,1.249041349,2658.412533,165.4811405,0
508,1914180,1020592,1549,27,12,1,17.5,42.5,850,73,32,6,2326.104251,3653.004367,1.324134402,1.249169224,2722.894268,166.8740719,0
509,1914180,1020592,1561,12,3,1,17.5,17.5,920,73,32,6,2341.89435,3677.801751,1.332345043,1.24950005,2788.100683,168.4496584,0
510,1914180,1020592,1736,175,24,1,17.5,25,950,74,32,6,2320.994424,3644.979696,1.344992618,1.260999736,2815.206415,169.5040095,0
511,1914180,1020592,1931,195,23,1,17.5,25,950,75,32,10,2307.7875,3624.23903,1.33720434,1.269144969,2834.174339,171.012771,0
512,1914180,1020592,2000,69,12,1,17.5,27.5,900,75.5,34,10,2299.771812,3611.650883,1.327875324,1.276925552,2848.298188,172.8422928,0
513,1914180,1020592,2008,8,2,1,17.5,27.5,950,76,36,10,2301.029233,3613.625585,1.31635658,1.285321585,2860.11286,174.8069498,0
514,1914180,1020592,2130,122,23,1,17.5,27.5,950,76,36,10,2315.299123,3636.035574,1.314115037,1.291046266,2866.144936,176.8978319,0
515,1914180,1020592,2220,90,19,1,17.5,27.5,950,76,36,10,2347.152233,3686.058934,1.315543501,1.309157509,2870.558361,179.1060291,0
516,1914180,1020592,2273,53,13,1,17.5,25,950,76,36,10,2396.391157,3763.38565,1.311736498,1.322659473,2869.408969,180.959311,0
517,1914180,1020592,2353,80,22,1,17.5,25,940,77,36,10,2466.932837,3874.167042,1.317288406,1.331495231,2860.16632,185.0935551,0
518,1910007,1024955,1267,167,17,1,17.5,70,880,63.7,33,0,2561.403895,4022.528056,1.323112028,1.339106689,2850.956341,186.2236412,0
519,1910007,1024955,1402,122,21.5,1,17.5,42.5,860,67,35,5,2484.069379,3827.779425,1.336946659,1.341736792,2826.302346,190.3408078,0
520,1910007,1024955,1481,79,17,1,17.5,39,850,67,35,5,2474.875178,3766.336774,1.341837228,1.347102597,2838.559549,193.8513514,0
521,1910007,1024955,1482,1,1,1,17.5,12.5,860,67,35,5,2476.27094,3741.135229,1.342876162,1.348462198,2848.066528,196.3320463,0
522,1910007,1024955,1493,11,3.5,1,17.5,12.5,860,67,35,5,2489.889524,3753.755114,1.350256033,1.354695905,2852.558658,197.8378378,0
523,1910007,1024955,1565,72,24,1,17.5,19,850,67,35,5,2514.724741,3802.038332,1.358469681,1.377970828,2883.587764,198.1066231,0
524,1910007,1024955,1588,23,16,1,17.5,12.5,840,68,35,7,2544.278151,3870.187399,1.370359116,1.400763951,2897.524503,197.3106623,0
525,1910007,1024955,1604,16,12,1,17.5,19,840,69,35,7,2585.865924,3972.415404,1.381361263,1.417867868,2900.28512,195.5063855,0
526,1910007,1024955,1665,61,12,1,17.5,17.5,950,74,35,11,2637.695176,4104.959473,1.394289269,1.431836782,2884.91387,192.7502228,0
527,1910007,1024955,1768,103,21,1,17.5,17.5,930,75,35,11,2696.113554,4260.186043,1.40645455,1.442868693,2868.124443,189.0986041,0
528,1910007,1024955,1864,96,21,1,17.5,17.5,920,75.5,35,12,2744.874173,4404.81756,1.413899617,1.41032406,2811.762697,184.7965548,5.08999109
529,1910007,1024955,1931,67,15,1,17.5,17.5,880,76,35,12,2807.327811,4580.60672,1.427675067,1.376277926,2751.891892,180.4365904,13.57915058
530,1910007,1024955,2031,100,23,1,17.5,17.5,880,76,35,12,2889.140596,4796.522349,1.436458197,1.346407946,2697.280962,175.03564,21.42500743
531,1910007,1024955,2115,84,23,1,17.5,20,880,76,35,12,2976.810063,5026.84319,1.456400105,1.328183678,2646.897832,168.8996139,28.62756163
532,1910007,1024955,2200,85,23,1,17.5,20,850,78,60,16,3067.970608,5267.344343,1.474140446,1.311348711,2593.963469,162.1027621,35.18681319
533,1910007,1024955,2250,50,14,1,17.5,20,850,80,38,16,3171.145042,5531.04592,1.493641495,1.317039567,2538.752599,154.7193347,41.1027621
534,1910007,1024955,2308,58,19,1,17.5,20,850,80.5,38,16,3296.72045,5838.277684,1.514137155,1.33959674,2486.217701,146.6468666,46.37540838
535,1910007,1024955,2328,20,13,1,17.5,32.5,800,82.5,39,17,3432.270141,6163.460684,1.532145837,1.320643171,2430.552421,138.1882982,51.004752
536,1910007,1024955,2346,18,7,1,17.5,32.5,800,83,39,18,3579.983695,6508.967973,1.551360788,1.306048906,2374.63766,129.4149094,54.99079299
537,1907564,1027946,3791,79,24,2,4.125,8,130,58,40,8,3663.843966,6754.265506,1.572528326,1.303588754,2316.721117,121.0929611,58.33353133
538,1907564,1027946,3546,35,10,2,4.125,8,140,58,39,9,3745.709628,6995.307728,1.589699186,1.303534304,2258.495693,112.7724978,61.03296703
539,1907564,1027946,3511,54,12,2,4.125,8,140,58,43,9,3824.920901,7230.937609,1.610263726,1.325517276,2201.914167,104.7653698,63.08910009
540,1907564,1027946,3457,27,6,2,4.125,8,140,58,43,8,3896.32185,7451.91307,1.629680559,1.346272646,2147.496287,96.97802198,64.5019305
541,1910015,1018462,3358,53,19,2,5.875,16.5,225,60,40,12,3960.428304,7658.400769,1.648574426,1.371591922,2093.994654,89.49361449,65.27145827
542,1910015,1018462,3461,64,18,2,5.875,16.5,225,60,40,15,4039.460455,7892.961645,1.66893104,1.373279873,2053.051678,83.27888328,65.3976834
543,1910015,1018462,3397,39,10,2,5.875,16.5,225,60,40,14,4106.721254,8101.826765,1.687642139,1.391213741,2007.537868,76.03653104,64.88060588
544,1910015,1018462,3305,78,24,2,5.875,16.5,266,60,38,12,4159.9261,8279.798611,1.707701937,1.412414612,1966.095931,69.46539947,63.72022572
545,1910015,1018462,3227,67,24,2,5.875,16.5,246,60,38,12,4201.526561,8429.761925,1.726377333,1.42963568,1902.177012,62.35075735,61.91654292
546,1908922,1026054,3472,10.8,23,2,7,10.5,300,135,51,40,4235.101263,8556.632208,1.744659202,1.451846352,1852.070092,55.60885061,59.46955747
547,1908922,1026054,3472,1,1.2,2,7,10,180,136.5,54,41,4260.60854,8659.11933,1.741344334,1.46991387,1812.236412,49.85743986,56.37926938
548,1908922,1026054,3410,64,16,2,4.125,6,150,58,40,6,4279.118633,8738.861877,1.748093162,1.503811504,1785.164835,45.5984556,52.64567865
549,1908922,1026054,3505,95,21,2,4.125,6,150,58,40,6,4306.725445,8826.274072,1.746453692,1.550495,1807.283932,44.28422928,45.08791209
550,1908922,1026054,3597,92,24,2,4.125,6,150,58.5,43,7,4321.690946,8876.26927,1.743218168,1.598232848,1825.209385,43.24027324,37.82239382
551,1908922,1026054,3676,79,20,2,4.125,6,150,59,44,7,4326.00246,8891.432095,1.734921986,1.6498218,1845.49896,43.67240867,31.29046629
552,1897071,1038001,3510,36,8,2,4.125,6,150,55.5,31,1,4321.498434,8875.087924,1.723879902,1.691748342,1868.918919,45.62815563,24.86902287
553,1897071,1038001,3547,37,11,2,4.125,6,150,55.5,32,1,4315.26696,8840.142617,1.717035974,1.721982972,1896.235521,49.15503416,18.56281556
554,1897071,1038001,3591,44,17,2,4.125,7.5,150,55.5,33,3,4294.012388,8759.479858,1.713032461,1.753841204,1930.111375,51.46569647,12.14493614
555,1897071,1038001,3648,57,24,2,4.125,7.5,150,55.5,39,2,4263.694817,8644.203191,1.713117129,1.788238788,1970.37125,57.64924265,5.644490644
556,1897071,1038001,3723,75,24,2,4.125,7.5,150,56,40,2,4280.298278,8677.865002,1.709028041,1.814458964,1979.57826,60.01485001,0.053757054
557,1897071,1038001,3765,42,19,2,4.125,6.5,150,56,40,2,4302.291095,8722.453178,1.706554504,1.83022473,2001.755272,63.4028809,0
558,1897071,1038001,3816,51,24,2,4.125,6.5,150,56,40,2,4321.150995,8760.689688,1.703777885,1.845856846,2021.621622,65.9956935,0
559,1897071,1038001,3852,36,13,2,4.125,6,150,56,42,2,4316.144409,8750.539349,1.700173104,1.87004257,2008.667954,70.64152064,0
560,1922969,1014522,3438,9.7,11,2,6.125,12,210,65,49,9,4309.958757,8737.998576,1.698884746,1.868032868,1966.468666,75.09207009,0
561,1922969,1014522,3450,12,11,2,6.125,15,205,65,50,12,4318.965136,8756.258084,1.688240965,1.857202257,1929.53965,79.26789427,10.02791803
562,1922969,1014522,3491,41,23,2,6.125,15,205,65,52,11,4317.80936,8753.914866,1.682227576,1.837253737,1893.985744,83.17790318,20.42411642
563,1922969,1014522,3536,45,23,2,6.125,14,250,65,51,11,4304.443352,8726.816659,1.674922993,1.807890308,1868.776359,86.83100683,27.53846154
564,1922969,1014522,3572,36,24,2,6.125,14,250,65,51,11,4273.34762,8663.773257,1.663678373,1.751143451,1841.097416,89.52925453,29.4977725
565,1922969,1014522,3622.5,50.5,24,2,6.125,16.5,250,65,51,11,4251.086349,8618.640818,1.659644812,1.712751213,1836.721117,91.03801604,31.64300564
566,1922969,1014522,3630,7.5,2,2,6.125,16.5,250,65,51,11,4236.244732,8588.550963,1.661464429,1.697911098,1839.275319,92.22304722,34.46955747
567,1922969,1014522,3313,20,16,2,5.875,16.5,250,69,50,12,4225.130541,8566.018084,1.661222305,1.706623107,1839.939115,93.65161865,37.88476388
568,1922969,1014522,3408,68,24,2,5.875,12.5,250,69,49,12,4215.416936,8546.324747,1.658298473,1.698346698,1843.820909,94.32135432,40.77665578
569,1922969,1014522,3503,52,24,2,5.875,10,250,70,50,13,4209.483738,8534.295798,1.657134129,1.713919414,1850.727651,95.03415503,43.14523315
570,1922969,1014522,3546,43,24,2,5.875,10,250,70,50,13,4207.152096,8529.568633,1.657035687,1.707306207,1860.46629,95.31779032,44.99049599
571,1922969,1014522,3451,43,19,2,5.875,10,250,69.5,48,13,4196.251958,8507.469723,1.660386257,1.673012573,1868.210573,95.3950104,46.31244431
572,1922969,1014522,3591,45,24,2,5.875,10,250,70,50,14,4187.130731,8488.977371,1.661932363,1.657073557,1879.558955,94.72972973,47.11107811
573,1922969,1014522,3624,33,24,2,5.875,10,250,70,54,14,4179.53916,8473.586242,1.6616826,1.664983665,1892.521533,94.12681913,47.38639739
574,1922969,1014522,3630,6,5,2,5.875,10,250,70,50,12,4174.90521,8464.191385,1.668431416,1.673873874,1905.991981,93.11701812,47.13840214
575,1922969,1014522,3293,37,24,2,5.875,16.5,250,69,48,12,4176.170857,8466.757354,1.676391019,1.684041184,1923.207603,91.69438669,46.36709237
576,1922969,1014522,3256,33,11,2,5.875,12.5,300,67,49,13,4179.311774,8473.12524,1.685294594,1.654945055,1943.076923,89.94134244,45.07246807
577,1899156,1034998,3666,78,23,2,4.125,6.5,190,58.75,40,15,4190.300804,8495.404369,1.693718684,1.627126027,1964.248589,87.73760024,43.25452925
578,1899156,1034998,3588,94,19,2,4.125,6.5,190,57.5,39,13,4232.817049,8581.601688,1.694424147,1.616127116,2000.686071,86.58078408,40.91327591
579,1899156,1034998,3329,44,10.5,2,4.125,6.5,200,59.95,35,13,4251.468586,8619.415763,1.69526285,1.627838828,2028.501634,80.89025839,38.04870805
580,1899156,1034998,3404,75,19,2,4.125,6.5,190,57.5,36,16,4265.071757,8646.994796,1.694934728,1.62982873,2041.158301,75.14181764,34.66082566
581,1899156,1034998,3494,90,24,2,4.125,6.5,190,57.5,36,13,4268.104581,8653.143534,1.696500138,1.641223641,2066.162756,71.0981586,11.31095931
582,1893595,1039396,3729,53,24,2,4.125,8,152,59,43,8,4271.516085,8660.060009,1.699463625,1.656321156,2109.275319,68.28408078,0
583,1893595,1039396,3800,71,24,2,4.125,10.5,152,59,44,8,4275.492233,8668.12124,1.697942398,1.668646669,2157.086427,66.57187407,0
584,1893595,1039396,3676,62,17,2,4.125,8,152,59,41,8,4283.407727,8684.16909,1.692625257,1.69037719,2207.182952,65.73581824,0
585,1893595,1039396,3516,40,18,2,4.125,7.5,165,59,37,12,4290.993786,8699.549046,1.685598094,1.701836452,2262.349272,65.44624295,0
586,1893595,1039396,3546,48,19,2,4.125,8.5,152,60.7,40,8,4281.746865,8680.801864,1.683234685,1.700871201,2272.347787,63.87362637,0
587,1893595,1039396,3554,38,24,2,4.125,7.5,165,59,37,13,4274.972214,8667.066954,1.679594168,1.661419661,2282.790318,63.58999109,0
588,1893595,1039396,3581,27,24,2,4.125,7.5,165,59,37,11,4288.840462,8695.183402,1.680239967,1.661147411,2285.30888,63.9033264,19.41906742
589,1893595,1039396,3609,28,20,2,4.125,7.5,165,59.5,38,14,4301.010869,8719.857653,1.68210887,1.649341649,2284.061479,64.42307692,38.57528958
590,1893595,1039396,3614,68,24,2,4.125,8,152,59,41,8,4310.149697,8738.385688,1.685235415,1.604568855,2275.922186,65.92589843,56.43659044
591,1893595,1039396,3646,37,24,2,4.125,7.5,165,60,39,14,4321.940713,8762.29076,1.686027025,1.559350559,2263.237303,67.50891001,73.18592219
592,1893595,1039396,3684,38,24,2,4.125,7.5,165,60.5,40,16,4332.449547,8783.596343,1.680130631,1.472354222,2239.83665,69.19290169,88.77220077
593,1893595,1039396,3705,21,18,2,4.125,7.5,165,61,40,16,4338.024866,8794.899727,1.680554531,1.472255222,2214.333234,70.6972082,103.1675082
594,1893595,1039396,3808,95,24,2,4.125,7.5,150,30.5,42,12,4323.624687,8765.704844,1.680257528,1.447604198,2179.123849,71.7990793,116.4701515
595,1893595,1039396,3826,18,8,2,4.125,8.5,150,30.5,43,12,4316.354728,8750.965749,1.680616624,1.42985843,2149.036234,75.06756757,125.7882388
596,1906792,1028644,3286,21,16.5,2,5.875,4,160,138,63,41,4322.98893,8764.415912,1.68350202,1.407286407,2151.171666,76.16795367,136.6269676
597,1906792,1028644,3318,21,11,2,5.875,11,180,138,62,41,4322.70483,8763.83993,1.683080958,1.388426888,2160.03267,77.03519454,144.6079596
598,1906792,1028644,3347,29,18,2,5.875,13.5,200,138,62,41,4308.711066,8735.469011,1.686789433,1.372982873,2171.550342,77.66038016,149.9349569
599,1906792,1028644,3559,33,19,2,4.125,7.5,130,59,40,12,4293.404542,8704.436607,1.688303074,1.360657361,2183.571429,77.85788536,153.5975646
600,1906792,1028644,3595,36,19,2,4.125,7.5,145,60,42,12,4280.106271,8677.475727,1.688007611,1.351153351,2198.402138,77.84749035,155.5957826
601,1906792,1028644,3639,44,24,2,4.125,7.5,145,61.5,42,14,4275.917671,8668.983771,1.689553189,1.390901891,2234.64657,79.07410157,157.9414909
602,1906792,1028644,3646,7,10,2,4.125,7.5,145,61.5,42,15,4294.650455,8706.962567,1.691799191,1.408177408,2266.792397,80.14478764,159.2678943
603,1906792,1028644,3715,61,24,2,4.125,7.5,145,62.5,44,14,4307.665339,8733.348905,1.684717997,1.451539452,2274.50995,80.89174339,158.5378675
604,1906792,1028644,3771,56,22.5,2,4.125,7.5,145,62.75,44,15,4309.860264,8737.798892,1.685246019,1.474952975,2295.592516,81.08924859,155.3605584
605,1906792,1028644,3822,51,24,2,4.125,7.5,145,63,44,15,4311.313118,8740.744404,1.6869613,1.501584002,2316.623107,81.73076923,150.5841996
606,1906792,1028644,3482,17,7,2,4.125,6.5,145,59.7,36,13,4311.619263,8741.365081,1.685380469,1.531432531,2331.669142,81.6000891,144.2087912
607,1906792,1028644,3526,44,24,2,4.125,7.5,145,58,40,12,4311.230982,8740.577881,1.685251249,1.559004059,2344.354024,81.28229878,136.2343332
608,1906792,1028644,3448,40,20,2,4.125,7.5,155,59.2,36,2,4311.845049,8741.82284,1.684969983,1.584298584,2354.826255,80.77739828,126.6608257
609,1906792,1028644,3490,42,15,2,4.125,7.5,160,56.5,38,2,4312.897533,8743.956642,1.685158002,1.63048213,2357.049302,80.54870805,115.4882685
610,1906792,1028644,3543,53,12,2,4.125,7.5,151,58.5,42,3,4315.677369,8749.592475,1.683726028,1.639342639,2371.545887,79.96213246,102.7166617
611,1906792,1028644,3675,132,21,2,4.125,7.5,151,59,43,4,4320.399678,8759.16647,1.679015384,1.669092169,2383.510544,79.14241164,88.34600535
612,1906792,1028644,3755,80,17,2,4.125,7.5,151,59,45,4,4327.833198,8774.237169,1.674509364,1.696564697,2378.189783,77.91580042,72.37629938
613,1900674,1034345,3500,38,9,2,4.125,7.5,155,60.2,40,8,4342.203865,8803.37222,1.666125518,1.744926245,2387.125037,76.57484407,54.80754381
614,1900674,1034345,3576,76,24,2,4.125,7.5,155,58,45,8,4361.363688,8842.216791,1.656897711,1.796802297,2377.898723,74.8010098,35.63973864
615,1900674,1034345,3657,81,19,2,4.125,7.5,168,58,45,8,4353.756294,8826.793582,1.655844134,1.821601822,2353.443718,70.85536086,14.87288387
616,1900674,1034345,3661,4,2,2,4.125,7.5,155,58,46,8,4345.069749,8809.182505,1.655024244,1.848678349,2336.773092,69.63320463,0
617,1900674,1034345,3725,64,17,2,4.125,6.5,151,58,46,8,4344.171938,8807.362286,1.654073987,1.846747847,2345.218295,68.3011583,0
618,1900674,1034345,3768,43,18,2,4.125,6.5,151,58,45,8,4346.52687,8812.136668,1.649095235,1.830858331,2331.915652,66.09444609,0
619,1890141,1040558,3870,33,16,2,4.125,7.5,164,60,45,18,4350.641512,8820.478681,1.641830802,1.812196812,2314.57232,64.41193941,0
620,1890141,1040558,3533,24,14,2,4.125,2.5,164,58.95,33,7,4355.347464,8830.019516,1.636600805,1.807840808,2288.213543,63.23878824,0
621,1890141,1040558,3539,32,20,2,4.125,7.5,190,59,42,14,4359.647357,8838.737108,1.634441907,1.794327294,2257.784378,62.56014256,0
622,1890141,1040558,3584,28,19,2,4.125,5,165,56,40,0.9,4369.435809,8858.582189,1.634200378,1.771359271,2208.011583,62.36115236,0
623,1890141,1040558,3603,70,23,2,4.125,8.5,164,55.5,37,10,4384.740911,8889.61171,1.633070218,1.738639739,2146.271161,63.86397386,0
624,1890141,1040558,3617,33,24,2,4.125,5,165,57.5,42,14,4404.286881,8929.239156,1.634753131,1.748094248,2089.015444,65.0994951,0.981882982
625,1890141,1040558,3651,34,24,2,4.125,5,165,59,42,14,4426.184583,8973.634497,1.640115282,1.704831205,2037.531928,66.74116424,0
626,1890141,1040558,3664,13,11,2,4.125,5,165,59,43,15,4443.595007,9008.932343,1.644715978,1.651618652,1989.92278,68.62266112,0
627,1890141,1040558,3672,8,4,2,4.125,6.5,160,59,42,15,4462.929414,9048.130866,1.648108044,1.634491634,1949.677755,70.14478764,0.486486486
628,1890141,1040558,3688,85,24,2,4.125,7.5,164,55.5,36,10,4473.374601,9069.307411,1.654803278,1.618404118,1916.522127,71.49316899,1.242055242
629,1890141,1040558,3721,33,10,2,4.125,7.5,164,57.75,43,20,4463.464545,9049.215789,1.664391612,1.64998515,1908.647164,73.16750817,0
630,1890141,1040558,3735,63,24,2,4.125,6,160,59,43,15,4457.695086,9037.518804,1.674996094,1.584447084,1909.005049,75.08390258,0
